2.620500856609761715e+06,3.723676164352181368e+06,2.794364834718246013e+06,3.306932187263951637e+06,2.554924696458057035e+06,3.399591711548604071e+06,2.950223461266497150e+06,3.394716914080302231e+06,2.715856686685133725e+06,3.794217725009011105e+06
3.723676164352181368e+06,3.950675838394301943e+06,3.699977441638037562e+06,4.039272748423166573e+06,3.450548731283723377e+06,4.211171579424396157e+06,3.685206094695424661e+06,4.230299903016911820e+06,3.489124696215935051e+06,4.134929672043261118e+06
2.794364834718246013e+06,3.699977441638037562e+06,2.447697747592217289e+06,2.939377193848110735e+06,2.423654439244470559e+06,2.967087937269249000e+06,2.685785015512082726e+06,3.199991234526511282e+06,2.813363066557770129e+06,3.634776160078981891e+06
3.306932187263951637e+06,4.039272748423166573e+06,2.939377193848110735e+06,3.116478889278522693e+06,2.889582694418283179e+06,3.262797940184005070e+06,3.028699651348158717e+06,3.546316023965582252e+06,3.202341115376440808e+06,3.897343645706404001e+06
2.554924696458057035e+06,3.450548731283723377e+06,2.423654439244470559e+06,2.889582694418283179e+06,2.180391158451234456e+06,2.954957757889128756e+06,2.553876890909515787e+06,3.041230455023788847e+06,2.543499948646750301e+06,3.441359273492213339e+06
3.399591711548604071e+06,4.211171579424396157e+06,2.967087937269249000e+06,3.262797940184005070e+06,2.954957757889128756e+06,3.231113376856051851e+06,3.100440802443907596e+06,3.610864829330251552e+06,3.386716833802264184e+06,4.075472044262416661e+06
2.950223461266497150e+06,3.685206094695424661e+06,2.685785015512082726e+06,3.028699651348158717e+06,2.553876890909515787e+06,3.100440802443907596e+06,2.630244065887256060e+06,3.341394663343607448e+06,2.873799298699066974e+06,3.648283050454874057e+06
3.394716914080302231e+06,4.230299903016911820e+06,3.199991234526511282e+06,3.546316023965582252e+06,3.041230455023788847e+06,3.610864829330251552e+06,3.341394663343607448e+06,3.441091289920468815e+06,3.386205738341265358e+06,4.139677459687734954e+06
2.715856686685133725e+06,3.489124696215935051e+06,2.813363066557770129e+06,3.202341115376440808e+06,2.543499948646750301e+06,3.386716833802264184e+06,2.873799298699066974e+06,3.386205738341265358e+06,2.440634943571506999e+06,3.541624411179185845e+06
3.794217725009011105e+06,4.134929672043261118e+06,3.634776160078981891e+06,3.897343645706404001e+06,3.441359273492213339e+06,4.075472044262416661e+06,3.648283050454874057e+06,4.139677459687734954e+06,3.541624411179185845e+06,4.021093957865129691e+06
